"","x"
"2015"," 경영학 "
"2016"," 학점 3.7 "
"2017"," 토익 935"
"2018","지거국 "
"2019"," 경영학과 "
"2020"," 학점 4.23 "
"2021"," 토익 975 "
"2022"," 인턴 3"
"2023"," 대외활동2"
"2024"," 공모전 5"
"2025","국외대학 "
"2026"," 국제경영학 "
"2027"," 학점 4.0 "
"2028"," 토익 950 "
"2029"," 해외 마케팅 인턴"
"2030","지거국 "
"2031"," 생물 "
"2032"," 학점 3.7 "
"2033"," 토익 815"
"2034","한성대학교 "
"2035"," 경제학과 "
"2036"," 학점 3.73 "
"2037"," 봉사활동 : 42시간 "
"2038"," 서울시동행프로젝트 삼성생명 SFP 3년 영업경험 있음"
"2039","중경외시 "
"2040"," 경영 "
"2041"," 학점 3.5"
"2042","4.5 "
"2043"," 토익 800 "
"2044"," 교내 동아리"
"2045"," 워홀 1년"
"2046","sky "
"2047"," 어문 "
"2048"," 학점 3.6 "
"2049"," 토익 965"
"2050","서강대학교 "
"2051"," 신문방송학 "
"2052"," 학점 3.68 "
"2053"," 토익 925"
"2054"," 오픽 IH "
"2055"," 인턴 2회(국내1"
"2056","해외1) 봉사활동 2회(국내1"
"2057","해외1) 대외활동 2회 동아리활동 3회 수상경력 1회 자격증 없음"
"2058","동아대학교 "
"2059"," 독어독문&경영 "
"2060"," 학점 4.03 "
"2061"," 토스 6 "
"2062"," 오픽 리더스 클럽 "
"2063"," 부산바다축제"
"2064"," 광고제 등등.. 공모전 3회 수상"
"2065","전북대학교 "
"2066"," 영문학과 "
"2067"," 학점 3.95 "
"2068"," 토익 905"
"2069","SKY "
"2070"," 학점 3.8 "
"2071"," 토익 910"
"2072","서성한 "
"2073"," 사회학"
"2074","신문방송학 "
"2075"," 학점 3.86 "
"2076"," 토익 980"
"2077"," 토스 180 "
"2078"," 봉사활동 100시간"
"2079"," 대외활동 3회(삼성드림클래스 포함 모두 사회봉사 위주)"
"2080","중경외시 "
"2081"," 정치외교학 "
"2082"," 학점 3.50 "
"2083"," 토익 940 "
"2084"," 미국 공공기관 연계단체 인턴 1년"
"2085"," 백화점 정규징 6개월"
"2086","한국외대 "
"2087"," 학점 3.31"
"2088","4.5 "
"2089"," 토익 860 "
"2090","오픽 IM2 "
"2091"," 공모전 수상 2회"
"2092","sky "
"2093"," 어문계열 "
"2094"," 학점 4.56 "
"2095"," 토익980"
"2096"," 오픽 AL "
"2097"," 인턴 2회"
"2098"," 대외활동 1회"
"2099"," 공모전 수상 1회"
"2100","지거국 "
"2101"," 경영학과 "
"2102"," 학점 4.33 "
"2103"," 토익 835점"
"2104","지거국 "
"2105"," 경영 "
"2106"," 학점 4.33 "
"2107"," 토익 835"
"2108","성균관대 "
"2109"," 경영 "
"2110"," 학점 4.12"
"2111","4.5 "
"2112"," 토익 970 "
"2113"," 대외활동 1회"
"2114"," 어학연수 1회"
"2115","수도권 4년제 "
"2116"," 경영학과 "
"2117"," 학점 3.72 "
"2118"," 토익 920"
"2119"," 토스 140 "
"2120"," 봉사동아리 2년"
"2121"," 신한은행 S20"
"2122","지방국립 "
"2123"," 인문사회 "
"2124"," 학점 3.9"
"2125","해외대(미국) "
"2126"," 인문계 "
"2127"," 학점 3.4"
"2128","서울 중위권 "
"2129"," 경영 "
"2130"," 학점 3.7 "
"2131"," 토익 935"
"2132","서성한 "
"2133"," 사회계열 "
"2134"," 학점 3.4 "
"2135"," 토익 960"
"2136","아주대 "
"2137"," 경영 "
"2138"," 학점 3.46 "
"2139"," 토익 870"
"2140"," 토스 lv6 "
"2141"," 인턴 1회"
"2142"," 대외활동 2회"
"2143","스카이 "
"2144"," 경제 "
"2145"," 학점 3.56 "
"2146"," 토익 860"
"2147"," 토스 레벨6 "
"2148"," 대외활동 3회 이상"
"2149"," 자격증 2개"
"2150","성균관대학교 "
"2151"," 영어영문"
"2152","국제통상 "
"2153"," 학점 3.5 "
"2154"," 토익 975"
"2155"," 토스 level7"
"2156","서연고 "
"2157"," 경영 "
"2158"," 학점 3.72 "
"2159"," 오픽 al "
"2160"," 인턴 1회"
"2161"," 공모전 2회"
"2162","서성한 "
"2163"," 사회학 "
"2164"," 학점 3.86 "
"2165"," 토익 980"
"2166"," 토스 180 "
"2167"," 봉사활동 100시간"
"2168"," 대외활동 3회"
"2169"," 인턴"
"2170","건국대학교 "
"2171"," 경영 "
"2172"," 학점 3.48 "
"2173"," 토익 840"
"2174"," 오픽 IM3 "
"2175"," 공모전 2회 우수상 동아리 2개 활동 어학 연수 1년"
"2176","연세대 "
"2177"," 사회과학계열 "
"2178"," 학점 3.8 "
"2179"," 토익 800점대 "
"2180"," 인턴"
"2181"," 대외활동 각 1회"
"2182","서성한 "
"2183"," 사회학 "
"2184"," 학점 3.86 "
"2185"," 토익 980"
"2186"," 토스 180 "
"2187"," 봉사활동 100시간"
"2188"," 대외활동 3회"
"2189"," 인턴"
"2190","중경외시 "
"2191"," 경제학과 "
"2192"," 학점 3.5 "
"2193"," 토익 900 "
"2194"," 인턴 1"
"2195","지거국 "
"2196"," 경제 "
"2197"," 학점 3.9 "
"2198"," 토익 900 "
"2199"," 봉사활동 2회"
"2200"," 대외활동 3회"
"2201"," 교내공모전 1회 등"
"2202","SKY "
"2203"," 경영 "
"2204"," 학점 3.95 "
"2205"," 토익 975"
"2206","해외대(미국) "
"2207"," 인문계 "
"2208"," 학점 3.4"
"2209","지방국립 "
"2210"," 인문사회 "
"2211"," 학점 3.9"
"2212","서울 중위권 "
"2213"," 경영 "
"2214"," 학점 3.7 "
"2215"," 토익 935"
"2216","서성한 "
"2217"," 사회계열 "
"2218"," 학점 3.4 "
"2219"," 토익 960"
"2220","아주대 "
"2221"," 경영 "
"2222"," 학점 3.46 "
"2223"," 토익 870"
"2224"," 토스 lv6 "
"2225"," 인턴 1회"
"2226"," 대외활동 2회"
"2227","서연고 "
"2228"," 경영 "
"2229"," 학점 3.72 "
"2230"," 오픽 al "
"2231"," 인턴 1회"
"2232"," 공모전 2회"
"2233","성균관대학교 "
"2234"," 영어영문"
"2235","국제통상 "
"2236"," 학점 3.5 "
"2237"," 토익 975"
"2238"," 토스 level7"
"2239","스카이 "
"2240"," 경제 "
"2241"," 학점 3.56 "
"2242"," 토익 860"
"2243"," 토스 레벨6 "
"2244"," 대외활동 3회 이상"
"2245"," 자격증 2개"
"2246","인서울 "
"2247"," 실내건축 "
"2248"," 학점 3.0 "
"2249"," 토익 740 "
"2250"," 봉사활동 주2회-2년"
"2251"," 공모전 1회"
"2252","서울 4년제 "
"2253"," 건축공학 "
"2254"," 학점 3.95 "
"2255"," 토익 825점"
"2256"," 오픽 IH "
"2257"," 해외봉사 1개월"
"2258","홍익대학교 "
"2259"," 영어영문학 "
"2260"," 학점 3.62 "
"2261"," TOEIC 850 "
"2262"," 봉사활동 1회 (조혈모세포 기증) 대외활동 3회 (연극학회"
"2263"," 태권도 동아리"
"2264"," 학생회)"
"2265","연세대학교 "
"2266"," 영어영문학과"
"2267","경제학과 "
"2268"," 학점 3.84 "
"2269"," 토익 945"
"2270"," 토스 Lv.6 "
"2271"," 동아리 활동 2가지"
"2272","건국대 "
"2273"," 사회과학 "
"2274"," 학점 4.11 "
"2275"," 토익 875"
"2276"," 토스 레벨6"
"2277","지거국 "
"2278"," 영어영문"
"2279","국제무역 "
"2280"," 학점 3.75 "
"2281"," 토익 915"
"2282"," 토스 lv.7 "
"2283"," 해외인턴 1회"
"2284"," 무역관련 1회"
"2285","성균관대 "
"2286"," 경제학과 "
"2287"," 학점 3.95"
"2288","4.5 "
"2289"," 토익 925"
"2290"," 오픽 IM3 "
"2291"," 인턴 없음"
"2292"," 대외활동 경력 1회"
"2293","KY "
"2294"," 노어노문과 "
"2295"," 학점 전공 4.12 "
"2296"," TORFL 2급"
"2297"," 토익 925"
"2298"," 오픽 IH "
"2299"," 인턴1"
"2300"," 대외1"
"2301","서성한 "
"2302"," 영문 "
"2303"," 학점 3.7 "
"2304"," 토익 890 "
"2305"," 다수"
"2306","sky "
"2307"," 의류 "
"2308"," 학점 4.3 "
"2309"," 토스 Lv.7 "
"2310"," 마케팅 대외활동2회"
"2311","세종대학교 "
"2312"," 경영 "
"2313"," 학점 3.32 "
"2314"," 토익 925"
"2315"," 오픽 IH"
"2316","한국외대 "
"2317"," 마인어통번역 "
"2318"," 학점 4.11 "
"2319"," 토익 770"
"2320"," 토스 140(6)"
"2321","수도권 "
"2322"," 국제통상학과 "
"2323"," 학점 3.84"
"2324","4.5 "
"2325"," 토익 865"
"2326"," 토익스피킹 레벨 6 "
"2327"," 현장실습 1"
"2328"," 봉사활동 2"
"2329"," 공모전 대상"
"2330"," 동아리 1"
"2331"," 학회 1"
