"","x"
"1985"," 학점 3.54 "
"1986"," 토익 810"
"1987"," 오픽 IH"
"1988","지방대 "
"1989"," 신소재 "
"1990"," 학점 3.52 "
"1991"," 토스 lv6"
"1992","인서울 중위권 "
"1993"," 수학과 "
"1994"," 학점 3.21 "
"1995"," 토익 850 "
"1996"," 인턴 1회"
"1997"," 공모전 수상 1회"
"1998"," 봉사활동 다수아르바이트 다수"
"1999","경희 "
"2000"," 산업경영공학 "
"2001"," 학점 3.55 "
"2002"," 토익 905"
"2003"," 토스 lv6"
"2004","SKY "
"2005"," 신소재 "
"2006"," 학점 3.8 "
"2007"," 토스 8 "
"2008"," 삼성 드림클래스"
"2009","학점 4.17 "
"2010"," 토스 150"
"2011","경희대 "
"2012"," 학점 4.03 "
"2013"," 토익스피킹 레벨7(170) "
"2014","토익 915"
"2015","지방 사립 "
"2016"," 관광 "
"2017"," 학점 4.0 "
"2018"," 토익 865"
"2019"," 토스 lv6 "
"2020"," 해외 인턴"
"2021"," 대외활동 다수"
"2022","한국외대(서울) "
"2023"," 영어통번역과 "
"2024"," 학점 4.09 "
"2025"," 오픽 AL "
"2026"," 경제동아리 1년"
"2027"," 법인 경력 1년"
"2028","수도권상위 "
"2029"," 생명공학 "
"2030"," 학점 3점 초중반 "
"2031"," 토익 825"
"2032","G대 "
"2033"," H학과 "
"2034"," 학점 4.05 "
"2035"," 토익 875 "
"2036"," 봉사활동 63시간"
"2037","연세대학교(원주) "
"2038"," 학점 3.68"
"2039","4.3 "
"2040"," 토스 레벨 6 "
"2041"," 한국공항공사 서포터즈 6개월 (최우수상)"
"2042"," 정선 내일로 서포터즈 (장려상)"
"2043"," 강원지방우정청 서포터즈 (우수상)"
"2044"," 기업은행 청년인턴 2개월"
"2045"," 한국전력공사 청년인턴 2개월"
"2046"," gs리테일 랄라블라 3개월 인턴"
"2047"," 컴활 1급"
"2048","토스 6"
"2049"," 전산회계 1"
"2050","2급"
"2051"," 정보처리기능사"
"2052"," 유통관리사 2급"
"2053"," 한국사 1급"
"2054","SKY "
"2055"," 인문계열 "
"2056"," 학점 4.0 "
"2057"," 토익 940 "
"2058"," 스타트업 인턴"
"2059"," 교내 경영학회"
"2060","고분자공학과 "
"2061"," 학점 4.08 "
"2062"," 토익 755"
"2063","중경외시 "
"2064"," 전자과 "
"2065"," 학점 3.98 "
"2066"," 토익 835"
"2067","지방 캠퍼스 "
"2068"," 경영학과 "
"2069"," 학점 3.63 "
"2070"," 토익 980"
"2071"," 오픽 IH "
"2072"," 대외활동 1"
"2073","지방국립대 "
"2074"," 화학공학과 "
"2075"," 학점 3.47 "
"2076"," 오픽 IM2"
"2077","서울 중위권 "
"2078"," 전기공학 "
"2079"," 학점 3.76 "
"2080"," 오픽 IM2"
"2081","국립대 "
"2082"," 자동차공학 "
"2083"," 학점 3.5 "
"2084"," 오픽 IM2"
"2085","ky "
"2086"," 비상경 문과 "
"2087"," 학점 4.21 "
"2088"," 오픽 AL "
"2089"," 인턴 x"
"2090"," 동아리 3회"
"2091","지방 사립 "
"2092"," 경제 "
"2093"," 학점 3.5 "
"2094"," 토스 레벨6 "
"2095"," 인턴 1년"
"2096","부산대 "
"2097"," 컴퓨터공학과 "
"2098"," 학점 4.2 "
"2099"," 오픽 IM1"
"2100","경기권대학 "
"2101"," 화학공학과 "
"2102"," 학점 3.46 "
"2103"," 오픽 IH"
"2104","서울 하위권 "
"2105"," 물리 "
"2106"," 학점 4.02"
"2107","4.5 "
"2108"," 토익 835 "
"2109"," 오픽 IH"
"2110","경기 4년제 "
"2111"," 신소재공학과 "
"2112"," 학점 3.17 "
"2113"," 토익 930"
"2114"," 오픽 IH"
"2115","산업공학 "
"2116"," 학점 3.48 "
"2117"," 토스 lv6"
"2118","홍대 "
"2119"," 전자전기 "
"2120"," 학점 3.9 "
"2121"," 토익 825"
"2122"," 오픽 IM2"
"2123","서성한 "
"2124"," 신소재 "
"2125"," 학점 3.29 "
"2126"," 토익 820"
"2127"," 토스 5"
"2128","서울중상위 대학 "
"2129"," 화학공학과 "
"2130"," 학점 4.0 "
"2131"," 토익스피킹 레벨 6"
"2132","서울중위권 "
"2133"," 보안 전공 "
"2134"," 학점 3.41 "
"2135"," 토익스피킹 레벨 6 "
"2136"," IT 기업 인턴 경험 있음"
"2137","국숭세단 "
"2138"," 컴퓨터공학 "
"2139"," 학점 3.3 "
"2140"," 토익스피킹 lv6"
"2141","인서울 4년제 "
"2142"," 컴퓨터공학 "
"2143"," 학점 4.11 "
"2144"," 오픽 IL "
"2145"," 인턴 2개월"
"2146"," 연구실 2년"
"2147"," 학회 논문발표 수상 2회"
"2148"," 학과 강의 조교"
"2149","고려대학교 "
"2150"," 경영학과 "
"2151"," 학점 3.69 "
"2152"," 토익 990"
"2153"," 토익스피킹 레벨7 "
"2154"," P&G CEO Challenge Top 3 "
"2155"," Waseda World Englishes Seminar 학교 대표 선발 "
"2156"," 한샘 서포터즈 최우수상"
"2157","지방국립 "
"2158"," 정치외교 (부전공 무역) "
"2159"," 학점 3.82 "
"2160"," 토익 925"
"2161"," 토익스피킹 170(레벨7) "
"2162"," 인턴 1회대외활동 다수"
"2163"," 공모전 수상 3회"
"2164","서울상위대 "
"2165"," 공대 "
"2166"," 학점 4.0 "
"2167"," 토익 970"
"2168","지방 사립 "
"2169"," 경제 "
"2170"," 학점 3.5 "
"2171"," 토스 레벨6 "
"2172"," 인턴 1년"
"2173","서울 하위권 "
"2174"," 물리 "
"2175"," 학점 4.02"
"2176","4.5 "
"2177"," 토익 835 "
"2178"," 오픽 IH"
"2179","경기권대학 "
"2180"," 화학공학과 "
"2181"," 학점 3.46 "
"2182"," 오픽 IH"
"2183","부산대 "
"2184"," 컴퓨터공학과 "
"2185"," 학점 4.2 "
"2186"," 오픽 IM1"
"2187","경기 4년제 "
"2188"," 신소재공학과 "
"2189"," 학점 3.17 "
"2190"," 토익 930"
"2191"," 오픽 IH"
"2192","산업공학 "
"2193"," 학점 3.48 "
"2194"," 토스 lv6"
"2195","홍대 "
"2196"," 전자전기 "
"2197"," 학점 3.9 "
"2198"," 토익 825"
"2199"," 오픽 IM2"
"2200","서성한 "
"2201"," 신소재 "
"2202"," 학점 3.29 "
"2203"," 토익 820"
"2204"," 토스 5"
"2205","한국해양대 "
"2206"," 조선해양시스템공학 "
"2207"," 학점 4.0 "
"2208"," 토스 6 "
"2209"," 공모전 2회 수상 인력선 동아리활동"
"2210","토목환경 "
"2211"," 학점 3.7 "
"2212"," 토익스피킹 130"
"2213","전기전자공학 "
"2214"," 학점 3.84"
"2215","한국외대 "
"2216"," 중국지역학 "
"2217"," 학점 3.98 "
"2218"," 오픽 im2 "
"2219"," 인턴 1"
"2220"," 대외활동 1"
"2221","지거국 "
"2222"," 전자공 "
"2223"," 학점 3.6 "
"2224"," 토익 795"
"2225"," 토익스피킹 150 "
"2226"," 해외봉사"
"2227"," 수상경력1"
"2228"," 학생회 등"
"2229","전기전자공학 "
"2230"," 학점 3.84"
"2231","한국외대 "
"2232"," 중국지역학 "
"2233"," 학점 3.98 "
"2234"," 오픽 im2 "
"2235"," 인턴 1"
"2236"," 대외활동 1"
"2237","토목환경 "
"2238"," 학점 3.7 "
"2239"," 토익스피킹 130"
"2240","지거국 "
"2241"," 전자공 "
"2242"," 학점 3.6 "
"2243"," 토익 795"
"2244"," 토익스피킹 150 "
"2245"," 해외봉사"
"2246"," 수상경력1"
"2247"," 학생회 등"
"2248","지방국립 "
"2249"," 화학공학과 "
"2250"," 학점 4.1 "
"2251"," 토익 820"
"2252"," 토스 레벨6 "
"2253"," 중소기업 인턴"
"2254","지거국 "
"2255"," 기계공학과 "
"2256"," 학점 3.91 "
"2257"," 토익 830"
"2258","지거국 "
"2259"," 화학공학 "
"2260"," 학점 3.75 "
"2261"," 토스 150"
"2262","인천소재 "
"2263"," 기계공학과 "
"2264"," 학점 3.53 "
"2265"," 토스 LV6 "
"2266"," 서포터즈 1회"
"2267","인하대 "
"2268"," 산공 "
"2269"," 학점 3.69 "
"2270"," 오픽 IH"
"2271","수도권 "
"2272"," 재료공학과 "
"2273"," 학점 4 "
"2274"," 토익 930"
"2275","국숭세단 "
"2276"," 전자공학과 "
"2277"," 학점 3.1 "
"2278"," 토익 845"
"2279","지방국립대 "
"2280"," 전기공학 "
"2281"," 학점 3.4 "
"2282"," 토익 810"
"2283","연고 "
"2284"," 경제학과 "
"2285"," 학점 3.7 "
"2286"," 오픽 AL "
"2287"," 경제 신문 동아리"
"2288","중경외시 "
"2289"," 전자공학 "
"2290"," 학점 3.97 "
"2291"," 오픽 IM2"
"2292","한국항공대 "
"2293"," 전자과 "
"2294"," 학점 3.9 "
"2295"," 토익 880"
"2296","지방 사립대 "
"2297"," 전자공학과 "
"2298"," 학점 4.09 "
"2299"," 토익805"
"2300","인서울 "
"2301"," 전자공학부 "
"2302"," 학점 4.06"
"2303","4.5 "
"2304"," 토익 855"
"2305"," 토스 레벨6 "
"2306"," 교내 공모전 2회"
"2307","중위권 "
"2308"," 화학공학과 "
"2309"," 학점 3.86 "
"2310"," 토스 130 "
"2311"," 공모전 입상 1회"
"2312","지거국 "
"2313"," 기계공학과 "
"2314"," 학점 3.3 "
"2315"," 토익 770"
"2316","서울대 "
"2317"," 재료공학부 "
"2318"," 학점 3.99 "
"2319"," 토스 레벨7"
"2320","서성한 "
"2321"," 전자전기공학고 "
"2322"," 학점 3.94 "
"2323"," 토익스피킹 레벨 6"
"2324","중경외시 "
"2325"," 전자전기공학 "
"2326"," 학점 3.83 "
"2327"," 토익 870"
"2328"," 토스 150 "
"2329"," 캡스톤디자인공모전"
"2330"," 창의캠프 수상"
"2331","중경외시 "
"2332"," 기계 "
"2333"," 학점 3.71 "
"2334"," 토익 800"
"2335","서성한 "
"2336"," 화학공학과 "
"2337"," 학점 4.06 "
"2338"," 토익 850 "
"2339"," KIST Europe 5개월 인턴"
"2340","서성한 "
"2341"," 경영학과 "
"2342"," 학점 3.94 "
"2343"," TOEIC 975 "
"2344"," TOEIC Speaking 6"
"2345","산업공학 "
"2346"," 학점 3.48 "
"2347"," 토스 lv6"
"2348","서울 하위권 "
"2349"," 물리 "
"2350"," 학점 4.02"
"2351","4.5 "
"2352"," 토익 835 "
"2353"," 오픽 IH"
"2354","경기 4년제 "
"2355"," 신소재공학과 "
"2356"," 학점 3.17 "
"2357"," 토익 930"
"2358"," 오픽 IH"
"2359","홍대 "
"2360"," 전자전기 "
"2361"," 학점 3.9 "
"2362"," 토익 825"
"2363"," 오픽 IM2"
"2364","고려대학교 "
"2365"," 경영학과 "
"2366"," 학점 3.69 "
"2367"," 토익 990"
"2368"," 토익스피킹 레벨7 "
"2369"," P&G CEO Challenge Top 3 "
"2370"," Waseda World Englishes Seminar 학교 대표 선발 "
"2371"," 한샘 서포터즈 최우수상"
"2372","서울상위대 "
"2373"," 공대 "
"2374"," 학점 4.0 "
"2375"," 토익 970"
"2376","서성한 "
"2377"," 경제 "
"2378"," 학점 4.15 "
"2379"," 토익 990 "
"2380"," 4회"
"2381","지방국립 "
"2382"," 정치외교 (부전공 무역) "
"2383"," 학점 3.82 "
"2384"," 토익 925"
"2385"," 토익스피킹 170(레벨7) "
"2386"," 인턴 1회대외활동 다수"
"2387"," 공모전 수상 3회"
"2388","경기권대학 "
"2389"," 화학공학과 "
"2390"," 학점 3.46 "
"2391"," 오픽 IH"
"2392","지방 사립 "
"2393"," 경제 "
"2394"," 학점 3.5 "
"2395"," 토스 레벨6 "
"2396"," 인턴 1년"
"2397","부산대 "
"2398"," 컴퓨터공학과 "
"2399"," 학점 4.2 "
"2400"," 오픽 IM1"
"2401","서울중위권 "
"2402"," 보안 전공 "
"2403"," 학점 3.41 "
"2404"," 토익스피킹 레벨 6 "
"2405"," IT 기업 인턴 경험 있음"
"2406","서성한 "
"2407"," 신소재 "
"2408"," 학점 3.29 "
"2409"," 토익 820"
"2410"," 토스 5"
"2411","국숭세단 "
"2412"," 컴퓨터공학 "
"2413"," 학점 3.3 "
"2414"," 토익스피킹 lv6"
"2415","인서울 "
"2416"," 전자공학부 "
"2417"," 학점 4.06"
"2418","4.5 "
"2419"," 토익 855"
"2420"," 토스 레벨6 "
"2421"," 교내 공모전 2회"
"2422","지거국 "
"2423"," 기계공학과 "
"2424"," 학점 3.3 "
"2425"," 토익 770"
"2426","서울대 "
"2427"," 재료공학부 "
"2428"," 학점 3.99 "
"2429"," 토스 레벨7"
"2430","SKY "
"2431"," 언어학 "
"2432"," 학점 4.13 "
"2433"," 토스 170 "
"2434"," 일반 봉사활동 210시간"
"2435"," 해외 봉사활동 90시간"
"2436"," 경영전략 학회 1년"
"2437","고려대 "
"2438"," 건축학 "
"2439"," 학점 3.33 "
"2440"," 토익 955"
"2441"," 토스 lv7 "
"2442"," 롯데건설 인턴"
"2443"," 차세대오피니언리더"
"2444","건동홍 "
"2445"," 국제통상 "
"2446"," 학점 3.7 "
"2447"," 토익 970"
"2448"," 오픽 AL "
"2449"," 공기업 인턴 1회"
"2450"," 교내외 해외봉사활동 100시간"
"2451","아주대학교 "
"2452"," 법학부 "
"2453"," 학점 4.06 "
"2454"," 토익스피킹 L7 "
"2455"," 장교 3년"
"2456","서울중위권 "
"2457"," 경영학과 "
"2458"," 학점 4.0"
"2459","4.5 "
"2460"," 토익 900 "
"2461"," 인턴 3회"
"2462"," 대외활동 1회"
"2463","스카이 "
"2464"," 전기전자 "
"2465"," 학점 3.12 "
"2466"," 오픽 IH"
"2467","지방사립 "
"2468"," 화공생명 "
"2469"," 학점 3.96 "
"2470"," 토익스피킹 레벨 6"
"2471","강원대학교 "
"2472"," 신소재공학과 "
"2473"," 학점 3.32 "
"2474"," 토익스피킹 레벨 6 "
"2475"," 현장실습 1회(1개월)"
"2476","서울과기대 "
"2477"," 기계자동차공학과 "
"2478"," 학점 3.7 "
"2479"," 토익 875"
"2480"," 오픽 IH"
"2481","인서울 "
"2482"," 전자 "
"2483"," 학점 4.01 "
"2484"," 토익 900"
"2485","수도권4년재 "
"2486"," 신소재공학과 "
"2487"," 학점 3.48 "
"2488"," 오픽 im2 "
"2489"," 대외활동1회"
"2490"," 계약직 1년 4개월"
"2491","지방대 "
"2492"," 전자공학과 "
"2493"," 학점 3.56 "
"2494"," 토익 745"
"2495"," 토익스피킹 레벨 5"
"2496","지거국 "
"2497"," 화학공학과 "
"2498"," 학점 3점 중반 "
"2499"," 토익스피킹 레벨 6 "
"2500"," 봉사활동 2회"
"2501"," 공모전 1회"
"2502","중경외시 "
"2503"," 어문계열"
"2504"," 경영하ㅏㄱ "
"2505"," 학점 4.15 "
"2506"," 오픽 IH"
"2507","서성한 "
"2508"," 화공생명공학 "
"2509"," 학점 3.7 "
"2510"," 토스 lv7 "
"2511"," 동아리 2회(전공관련x)"
"2512"," 외부 직무교육 1회"
"2513","설카포 "
"2514"," 컴퓨터공학과 "
"2515"," 학점 3.16"
"2516","4.3 "
"2517"," 토스 레벨5 "
"2518"," 석사과정"
"2519"," 공모전 금상"
"2520"," 해외 방문학생인턴 2회"
"2521","서성한 "
"2522"," 전자전기 "
"2523"," 학점 4 "
"2524"," 오픽 IH"
"2525","인서울 하위 "
"2526"," 전기공학과 "
"2527"," 학점 3.63 "
"2528"," 토익 850"
"2529"," 토스 lv6 "
"2530"," 교내 공모전 1회 우수상"
"2531","중경외시 "
"2532"," 전자전기공학부 "
"2533"," 학점 4.12 "
"2534"," 토익 895"
"2535","지방국립대 "
"2536"," 기계공학부 "
"2537"," 학점 4.27 "
"2538"," 토익 700"
"2539"," 토익스피킹 레벨6"
"2540","한양대 "
"2541"," 재료공학과 "
"2542"," 학점 3.91 "
"2543"," 토익스피킹 레벨 6"
"2544"," 토익 790"
"2545","수도권 사립 "
"2546"," 어문학 "
"2547"," 학점 3.65 "
"2548"," 토익 925 "
"2549"," 아르바이트 경험"
"2550","서울사립대 "
"2551"," 학점 3.5 "
"2552"," 토익 955 "
"2553"," 오픽 IH"
"2554","인하대 "
"2555"," 수학과 "
"2556"," 학점 3.6 "
"2557"," 토익스피킹 레벨 6"
"2558","수도권 "
"2559"," 컴퓨터공학과 "
"2560"," 학점 3.66 "
"2561"," 오픽 IM2 "
"2562"," 봉사 및 연합동아리 다수"
"2563"," 공모전 2회 참여"
"2564","한양대 "
"2565"," 신소재 "
"2566"," 학점 4.1 "
"2567"," 토익 930"
"2568","서울상위 "
"2569"," 화학공학 "
"2570"," 학점 3.8 "
"2571"," 토익 870"
"2572"," 토스 레벨6"
"2573","서울 중위 "
"2574"," 전자공학 "
"2575"," 학점 3.75 "
"2576"," 토익 855"
"2577"," 오픽 IH"
"2578","경희대학교 "
"2579"," 기계공학과 "
"2580"," 학점 3.52 "
"2581"," 오픽 IM2 "
"2582"," 아이디어 공모전 2회 수상"
"2583","지거국 "
"2584"," 화학공학과 "
"2585"," 학점 3.44 "
"2586"," 오픽 IL"
"2587","아주대 "
"2588"," 소프트웨어학과 "
"2589"," 학점 3.4 "
"2590"," 토익 735"
"2591","인하대 "
"2592"," 산업공학과 "
"2593"," 학점 3.1 "
"2594"," 오픽 IM2"
"2595","국숭세단 "
"2596"," 전자공학과 "
"2597"," 학점 3.1 "
"2598"," 토익 845"
"2599","인하대 "
"2600"," 산공 "
"2601"," 학점 3.69 "
"2602"," 오픽 IH"
"2603","수도권 "
"2604"," 재료공학과 "
"2605"," 학점 4 "
"2606"," 토익 930"
"2607","지방국립대 "
"2608"," 전기공학 "
"2609"," 학점 3.4 "
"2610"," 토익 810"
"2611","연고 "
"2612"," 경제학과 "
"2613"," 학점 3.7 "
"2614"," 오픽 AL "
"2615"," 경제 신문 동아리"
"2616","인서울 "
"2617"," 전자공학부 "
"2618"," 학점 4.06"
"2619","4.5 "
"2620"," 토익 855"
"2621"," 토스 레벨6 "
"2622"," 교내 공모전 2회"
"2623","지방국립대학 "
"2624"," 경영학 "
"2625"," 학점 4.09 "
"2626"," 895"
"2627","lv. 6 "
"2628"," 대외활동 2회"
"2629","한국항공대 "
"2630"," 전자과 "
"2631"," 학점 3.9 "
"2632"," 토익 880"
"2633","지방 사립대 "
"2634"," 전자공학과 "
"2635"," 학점 4.09 "
"2636"," 토익805"
"2637","중경외시 "
"2638"," 전자공학 "
"2639"," 학점 3.97 "
"2640"," 오픽 IM2"
"2641","중위권 "
"2642"," 화학공학과 "
"2643"," 학점 3.86 "
"2644"," 토스 130 "
"2645"," 공모전 입상 1회"
"2646","지거국 "
"2647"," 기계공학과 "
"2648"," 학점 3.3 "
"2649"," 토익 770"
"2650","서울대 "
"2651"," 재료공학부 "
"2652"," 학점 3.99 "
"2653"," 토스 레벨7"
"2654","SKY "
"2655"," 언어학 "
"2656"," 학점 4.13 "
"2657"," 토스 170 "
"2658"," 일반 봉사활동 210시간"
"2659"," 해외 봉사활동 90시간"
"2660"," 경영전략 학회 1년"
"2661","지방 사립 "
"2662"," 전기 "
"2663"," 학점 4점대 "
"2664"," 토익 800대"
"2665","건홍동 "
"2666"," 미술 "
"2667"," 학점 3.8 "
"2668"," 오픽 IH "
"2669"," 인턴 2"
"2670","서울소재 "
"2671"," 화학 "
"2672"," 학점 4.5 (대학원) "
"2673"," 토익 850 "
"2674"," 인턴 2회"
"2675","고려대 "
"2676"," 건축학 "
"2677"," 학점 3.33 "
"2678"," 토익 955"
"2679"," 토스 lv7 "
"2680"," 롯데건설 인턴"
"2681"," 차세대오피니언리더"
"2682","건동홍 "
"2683"," 국제통상 "
"2684"," 학점 3.7 "
"2685"," 토익 970"
"2686"," 오픽 AL "
"2687"," 공기업 인턴 1회"
"2688"," 교내외 해외봉사활동 100시간"
"2689","서울소재 "
"2690"," 화학 "
"2691"," 학점 4.5 (대학원) "
"2692"," 토익 850 "
"2693"," 인턴 2회"
"2694","화학과 "
"2695"," 학점 3.81 "
"2696"," 오픽 IH 토익 880"
"2697","서울 중위권 "
"2698"," 통계 "
"2699"," 학점 3.5 "
"2700"," 토익 850 "
"2701"," 봉사활동 2"
"2702","수도권 10위권 "
"2703"," 물리학과 "
"2704"," 학점 3.58 "
"2705"," 토스5 "
"2706"," 학생회2 동아리1"
"2707","서성한 "
"2708"," 컴퓨터 "
"2709"," 학점 4.22 "
"2710"," 오픽 IL"
"2711","자연과학 "
"2712"," 학점 3.5 "
"2713"," 토스 레벨6"
"2714","숭실대 "
"2715"," 신소재 "
"2716"," 학점 3.82 "
"2717"," 토익스피킹 레벨6 "
"2718"," 봉사활동 4년"
"2719"," 공모전 수상 1회"
"2720"," 공학상 1회"
"2721","건동홍 "
"2722"," 경영 "
"2723"," 학점 3.81 "
"2724"," 토익 935"
"2725"," 오픽 IM1 "
"2726"," 인턴 2회"
"2727"," 봉사 100시간"
"2728","인서울 "
"2729"," 전자 "
"2730"," 학점 3.84 "
"2731"," 토익 815"
"2732","전기과 "
"2733"," 학점 3.57"
"2734","서울중상위 "
"2735"," 경영학과 "
"2736"," 학점 4.2 "
"2737"," 토익스피킹 레벨6 "
"2738"," 인턴1"
"2739"," 봉사1"
"2740","지방국립대 "
"2741"," 건축공학 "
"2742"," 학점 3.99 "
"2743"," 토익 820"
"2744"," 토스 6"
"2745","경북대 "
"2746"," 전기공학 "
"2747"," 학점 3.5 "
"2748"," 토익 890 "
"2749"," 해외연수 1년"
"2750","서성한 "
"2751"," 컴퓨터공학과 "
"2752"," 학점 4.28"
"2753","2.5 "
"2754"," 토익 950"
"2755"," 오픽 AL "
"2756"," 논문 학술대회 우수상 1회"
"2757","건동홍 "
"2758"," 기계공학과 "
"2759"," 학점 3.58 "
"2760"," 토익스피킹 레벨 6"
"2761","국숭세단 "
"2762"," 신소재공학과 "
"2763"," 학점 3.6 "
"2764"," 토익 830"
"2765"," 토익스피킹 레벨 6 "
"2766"," 인턴 및 대외활동 x"
"2767"," 전역 장교"
"2768","경기도 대학 "
"2769"," 화학공학과 "
"2770"," 학점 4.01 "
"2771"," 토익스피킹 레벨6"
"2772","홍익대 "
"2773"," 화학공학 "
"2774"," 학점 3.63 "
"2775"," 토익 970"
"2776"," 토스 lv6 "
"2777"," 국내 교육봉사 1회"
"2778"," 해외봉사 1회"
"2779"," 학생회 활동경험 4년"
"2780"," 응원단(동아리)"
"2781","지거국 "
"2782"," 화학공학과 "
"2783"," 학점 3.35 "
"2784"," 토익 800"
"2785"," 토익스피킹 150 "
"2786"," 봉사활동 1회"
"2787"," 공모전 2회"
"2788","UNIST(석사) "
"2789"," 화학공학과 "
"2790"," 학점 3.5 "
"2791"," 토익 790"
"2792"," 토스 120 "
"2793"," 연구소 경험 2회"
"2794"," 봉사활동 3회"
"2795"," 삼성 판매 아르바이트"
"2796"," 디스플레이 교육 수강"
"2797"," 특허 및 논문 보유"
"2798","지거국 "
"2799"," 전자 "
"2800"," 학점 3.4 "
"2801"," 토스 150"
"2802","지방국립대 "
"2803"," 기계 "
"2804"," 학점 3.5 "
"2805"," 오픽 IM2 "
"2806"," 공모전 3회 수상"
"2807"," 동아리활동 2회"
"2808","서울권 "
"2809"," 신소재공학과 "
"2810"," 학점 3.85 "
"2811"," 오픽 IM2 "
"2812"," 지원분야와 관련된 연구팀 6개월"
"2813"," 공모전 대상(대학 총장상)"
"2814"," 봉사활동 30시간"
"2815","지거국 "
"2816"," 전자 "
"2817"," 학점 3.4 "
"2818"," 토스 150"
"2819","인서울대학 "
"2820"," 컴퓨터공학부 "
"2821"," 학점 3.54 "
"2822"," 오픽 IH"
"2823"," 토익 930"
"2824","성균관대 "
"2825"," 신소재공학 "
"2826"," 학점 3.48 "
"2827"," 오픽 IM1"
"2828","지방대 "
"2829"," 수학과 "
"2830"," 학점 3.7 "
"2831"," 오픽 IL "
"2832"," 봉사활동 6개월"
"2833"," 금융기업 인턴 2개월"
"2834","지방 사립대 "
"2835"," 컴퓨터공학 "
"2836"," 학점 3.81 "
"2837"," 토익 845 "
"2838"," 토익스피킹 150 "
"2839"," 인턴"
"2840"," 봉사활동"
"2841"," 공모전"
"2842","서성한 "
"2843"," 기계공학 "
"2844"," 학점 3초반 "
"2845"," 토익970"
"2846","지거국 "
"2847"," 산업공학 "
"2848"," 학점 3.3 "
"2849"," 토익 805 "
"2850"," 토익스피킹 레벨5"
"2851","지방국립대 "
"2852"," 신소재공학 "
"2853"," 학점 3.82 "
"2854"," 토스 level 6 "
"2855"," 전혀없음."
"2856","학점 3.5 "
"2857"," 토익스피킹 레벨 6"
"2858"," 토익 855 "
"2859"," ."
"2860","수도권 4년제 "
"2861"," 전자공학 "
"2862"," 학점 3.22 "
"2863"," 토익 840"
"2864","경기 중위권 "
"2865"," 화학과 "
"2866"," 학점 4.33 "
"2867"," 토익 905"
"2868"," 토익스피킹 Level 5 "
"2869"," 봉사동아리"
"2870"," 실험실 인턴 경험"
"2871","인하 "
"2872"," 조선해양공학 "
"2873"," 학점 4.13 "
"2874"," 토익 790"
"2875"," 토스 130 "
"2876"," 석사"
"2877"," ROTC"
"2878","금오공과대학교 "
"2879"," 전자공학부 "
"2880"," 학점 4.12 "
"2881"," 토스 레벨 5 "
"2882"," 임베디드 소프트웨어 경진대회 수상"
"2883","건동홍 "
"2884"," 신소재 "
"2885"," 학점 3.2 "
"2886"," 오픽 im1"
"2887","건동홍 "
"2888"," 신소재 "
"2889"," 학점 3.2 "
"2890"," 오픽 im1"
"2891","아주대학교 "
"2892"," 화학과 "
"2893"," 학점 3.78 "
"2894"," 토익스피킹 lv.6 "
"2895"," 인턴 1회"
"2896","서울중하위 "
"2897"," 컴퓨터공학과 "
"2898"," 학점 3.9 "
"2899"," 토익 865 "
"2900"," 대외활동 1"
"2901","SKY "
"2902"," 상경 "
"2903"," 학점 3.7 "
"2904"," 오픽 AL "
"2905"," 인턴1"
"2906","시드니대 "
"2907"," 금융 "
"2908"," 학점 72"
"2909","100 "
"2910"," 오픽 AL "
"2911"," 해외인턴 1회"
"2912","지방 국립대 "
"2913"," 화학공학 "
"2914"," 학점 4.07 "
"2915"," 토익 850 "
"2916"," 대회활동 다수"
"2917","동국대 "
"2918"," 산업시스템공학과 "
"2919"," 학점 3.94 "
"2920"," 토스 6(150)"
"2921","서성한 "
"2922"," 산업공학과 "
"2923"," 학점 3.4 "
"2924"," 토익스피킹 레벨 6 "
"2925"," 해외봉사 1개월"
"2926","서울 상위권 "
"2927"," 화학공학과 "
"2928"," 학점 3.7 "
"2929"," 오픽 IM1 "
"2930"," 인턴 6개월"
"2931","연세대 "
"2932"," 응용통계 "
"2933"," 학점 4.17 "
"2934"," 토익 985"
"2935"," 오픽 AL"
"2936","한양대 "
"2937"," 경영학과(석사) "
"2938"," 학점 4.36 "
"2939"," 토익 960 "
"2940"," 없음"
"2941","수도권대학교 "
"2942"," 경영학과 "
"2943"," 학점 4.32 "
"2944"," 토익 915 "
"2945"," 인턴 1회"
"2946"," 봉사활동 1회"
"2947","지방대 "
"2948"," 신소재공학 "
"2949"," 학점 4.4 "
"2950"," 토익 845"
"2951","아주대 "
"2952"," 산업공학 "
"2953"," 학점 4.01 "
"2954"," 오픽 IM"
"2955","성균관대 "
"2956"," 전자전기 "
"2957"," 학점 3.6 "
"2958"," 토스 lv6"
"2959","경기도 대학 "
"2960"," 화학공학과 "
"2961"," 학점 4.01 "
"2962"," 토익스피킹 레벨6"
"2963","국숭세단 "
"2964"," 신소재공학과 "
"2965"," 학점 3.6 "
"2966"," 토익 830"
"2967"," 토익스피킹 레벨 6 "
"2968"," 인턴 및 대외활동 x"
"2969"," 전역 장교"
"2970","홍익대 "
"2971"," 화학공학 "
"2972"," 학점 3.63 "
"2973"," 토익 970"
"2974"," 토스 lv6 "
"2975"," 국내 교육봉사 1회"
"2976"," 해외봉사 1회"
"2977"," 학생회 활동경험 4년"
"2978"," 응원단(동아리)"
"2979","지거국 "
"2980"," 전자 "
